class,adjacent to,bearer of,composed primarily of,contained in,derives from,derives into,existence starts during or after,formed as result of,functionally related to,has characteristic,has developmental contribution from,has function,has increased levels of,has part,has quality,has role,http://www.w3.org/2000/01/rdf-schema#subClassOf,located in,mereotopologically related to,output of,overlaps,part of,partially surrounded by,participates in,relation between physical entity and a process or stage,surrounded by
ENVO_03000071,,increased size|increased thickness|thickness,,,liquid water|saline water|sea water|ice mass|ice floe|sea ice floe|young ice|cryoform,,,,first year ice formation process|sea ice formation process|water ice formation process|freezing|freezing of water into water ice,increased size|increased thickness|thickness,,,,,increased size|increased thickness|thickness,,sea ice|water ice|ice|first year ice,,,sea ice formation process|first year ice formation process|freezing of water into water ice|water ice formation process|freezing,,,,first year ice formation process|sea ice formation process|water ice formation process|freezing|freezing of water into water ice,,
ENVO_03000072,,increased size|increased thickness|thickness,,,liquid water|saline water|sea water,,,,second year ice formation|sea ice formation process|water ice formation process|freezing|freezing of water into water ice,increased size|increased thickness|thickness,,,,,increased size|increased thickness|thickness,,sea ice|water ice|ice|second year ice,,,sea ice formation process|second year ice formation|freezing of water into water ice|water ice formation process|freezing,,,,second year ice formation|sea ice formation process|water ice formation process|freezing|freezing of water into water ice,,
ENVO_03000073,,increased size|increased thickness|thickness,,,liquid water|saline water|sea water,,,,multiyear ice formation process|sea ice formation process|water ice formation process|freezing|freezing of water into water ice,increased size|increased thickness|thickness,,,,,increased size|increased thickness|thickness,,sea ice|water ice|ice|multiyear ice,,,sea ice formation process|multiyear ice formation process|freezing of water into water ice|water ice formation process|freezing,,,,multiyear ice formation process|sea ice formation process|water ice formation process|freezing|freezing of water into water ice,,
ENVO_03000075,,opaque|optical quality|quality of interaction of a substance with electromagnetic radiation|opacity,,,,,,,new ice formation process|water ice formation process,opaque|optical quality|quality of interaction of a substance with electromagnetic radiation|opacity,,,,,quality of interaction of a substance with electromagnetic radiation|opaque|optical quality|opacity,,water ice|ice|new ice|shuga,,,new ice formation process|water ice formation process,,,,new ice formation process|water ice formation process,,
ENVO_03000076,,,,,,,,,,,,,,liquid water|water ice|ice|dinitrogen|dioxygen|carbon oxide|carbon dioxide|diatomic oxygen|object aggregate|air|argon molecular entity|water ice crystal|water vapour|snow crystal|diatomic nitrogen|frazil|frazil ice|new ice|snow,,,slush ice,,liquid water|ice|water ice|dioxygen|carbon oxide|carbon dioxide|dinitrogen|object aggregate|air|argon molecular entity|water ice crystal|snow crystal|water vapour|diatomic nitrogen|diatomic oxygen|frazil ice|new ice|snow|frazil,,liquid water|water ice|ice|dinitrogen|dioxygen|carbon oxide|carbon dioxide|diatomic oxygen|object aggregate|air|argon molecular entity|water ice crystal|snow crystal|water vapour|diatomic nitrogen|frazil ice|new ice|snow|frazil,,,,,
ENVO_03000088,,decreased temperature|decreased quality,,,,,,,,decreased temperature|decreased quality,,,,alkane|methane|aliphatic compound,decreased temperature|decreased quality,,permafrost|methane-laden permafrost,,alkane|methane|aliphatic compound,,alkane|methane|aliphatic compound,,,,,
ENVO_03000108,,,ice|water ice|object aggregate,,,,,,snowfall|precipitation process,,,,,water ice|ice|dinitrogen|dioxygen|carbon oxide|carbon dioxide|diatomic oxygen|object aggregate|air|argon molecular entity|water ice crystal|water vapour|snow crystal|diatomic nitrogen,,,snow|slab snow,,ice|water ice|dioxygen|carbon oxide|carbon dioxide|dinitrogen|object aggregate|air|argon molecular entity|water ice crystal|snow crystal|water vapour|diatomic nitrogen|diatomic oxygen,snowfall|precipitation process,water ice|ice|dinitrogen|dioxygen|carbon oxide|carbon dioxide|diatomic oxygen|object aggregate|air|argon molecular entity|water ice crystal|snow crystal|water vapour|diatomic nitrogen,,,snowfall|precipitation process,,
ENVO_03000133,,,,,,,,,anthropogenic environmental process,,,,,,,,agricultural potting mixture,,,anthropogenic environmental process,,,,anthropogenic environmental process,,
ENVO_03000137,air,amorphous,liquid water,,,,,,water ice formation process|condensation process,amorphous,,,,liquid water,amorphous,,atmospheric aerosol|aerosol|fog|aerosolised liquids|freezing fog,atmosphere|fluid layer,atmosphere|fluid layer|liquid water|air,condensation process,atmosphere|fluid layer|liquid water,atmosphere|fluid layer,,condensation process,,air
ENVO_03000139,air,amorphous,liquid water|ice|water ice,,,,,,condensation process,amorphous,,,,liquid water|water ice|ice,amorphous,,atmospheric aerosol|aerosol|fog|aerosolised liquids|ice fog|aerosolised solids,atmosphere|fluid layer,atmosphere|fluid layer|liquid water|ice|water ice|air,condensation process,atmosphere|fluid layer|liquid water|water ice|ice,atmosphere|fluid layer,,condensation process,,air
ENVO_03501252,,,,,,,,,,,,,,,,,chicken manure|animal manure|manure|poultry manure,,,,,,,,,
ENVO_03501253,,,,,,,,,anthropogenic environmental process,,,,,,,,gypsum,,,anthropogenic environmental process,,,,anthropogenic environmental process,,
ENVO_03501259,,,,,,,,,,,,,,,,,litter,,,,,,,,,
ENVO_03501300,,,,,,,,,,,,,,,,,manure,,,,,,,,,
ENVO_03501302,,,,,,,,,,,,,,,,,plant matter|cork,,,,,,,,,
ENVO_03501305,,,,,,,,,,,,,,,,,pliofilm|plastic,,,,,,,,,
ENVO_03501306,,,ester,,,,,,,,,,,ester,,,mylar,,ester,,ester,,,,,
ENVO_03501307,,,,,,,,,,,,,,,,,ceramic,,,,,,,,,
ENVO_03501324,,,,,,,,,anthropogenic environmental process,,,,,,,,latex,,,anthropogenic environmental process,,,,anthropogenic environmental process,,
ENVO_03501370,,,,,,,,,,,,,,,,,liquid water|stagnant water,,,,,,,,,
ENVO_03510000,,dry|granular,,,,,,,,dry|granular,,,,,dry|granular,,dust|wood dust,,,,,,,,,
ENVO_03510006,,fossil fuel|fuel|hydrophobicity|combustibility|hydrophobic,,,,,,,,fuel|fossil fuel|combustibility|hydrophobicity|hydrophobic,,,,,hydrophobicity|hydrophobic,fuel|fossil fuel,oil|petroleum|diesel fuel,,,,,,,,,
ENVO_03510007,,fossil fuel|fuel|hydrophobicity|combustibility|hydrophobic,,,,,,,,fuel|fossil fuel|combustibility|hydrophobicity|hydrophobic,,,,,hydrophobicity|hydrophobic,fuel|fossil fuel,oil|petroleum|gasoline,,,,,,,,,
ENVO_03510008,,,,,oil|petroleum|diesel fuel,,,,,,,,,"carbon oxide|carbon dioxide|methanol|volatile organic compound|acrolein|alkane|hydrogen cyanide|sulfur dioxide|salt|organic aromatic compound|platinum|organic acid|inorganic nitrate salt|benzenes|iron molecular entity|acyclic olefin|azane|platinum molecular entity|barium molecular entity|buta-1,3-diene|nitric acid|toluenes|olefin|zinc molecular entity|formic acid|alcohol|sulfuric acid|nitrous acid|sulfur molecular entity|pnictogen hydride|butadiene|nitrate salt|alpha,beta-unsaturated aldehyde|alkadiene|benzene|formaldehyde|aldehyde|toluene|nitrate|methylbenzene|enal|ammonia|hydrogen sulfide|methane|aromatic annulene|sulfuric acid derivative|lead molecular entity|polycyclic hydrocarbon|hydracid|sulfur hydride|aliphatic compound|cyclic hydrocarbon|nitrogen oxide|arene|annulene|aromatic compound",,,diesel exhaust,,"carbon oxide|carbon dioxide|methanol|volatile organic compound|acrolein|aromatic compound|alkane|hydrogen cyanide|sulfur dioxide|platinum|organic acid|organic aromatic compound|inorganic nitrate salt|benzenes|salt|iron molecular entity|acyclic olefin|polycyclic hydrocarbon|platinum molecular entity|barium molecular entity|buta-1,3-diene|nitric acid|toluenes|olefin|zinc molecular entity|formic acid|alcohol|sulfuric acid|nitrous acid|sulfur molecular entity|pnictogen hydride|butadiene|nitrate salt|azane|alpha,beta-unsaturated aldehyde|alkadiene|benzene|formaldehyde|aldehyde|toluene|nitrate|methylbenzene|enal|ammonia|hydrogen sulfide|methane|aliphatic compound|aromatic annulene|sulfuric acid derivative|lead molecular entity|hydracid|sulfur hydride|cyclic hydrocarbon|nitrogen oxide|arene|annulene",,"carbon oxide|carbon dioxide|methanol|volatile organic compound|acrolein|alkane|hydrogen cyanide|sulfur dioxide|platinum|organic acid|organic aromatic compound|inorganic nitrate salt|benzenes|iron molecular entity|acyclic olefin|polycyclic hydrocarbon|platinum molecular entity|barium molecular entity|buta-1,3-diene|nitric acid|toluenes|olefin|zinc molecular entity|formic acid|alcohol|sulfuric acid|nitrous acid|sulfur molecular entity|butadiene|nitrate salt|azane|alpha,beta-unsaturated aldehyde|alkadiene|salt|benzene|formaldehyde|aldehyde|toluene|nitrate|methylbenzene|enal|ammonia|hydrogen sulfide|methane|aromatic annulene|sulfuric acid derivative|lead molecular entity|hydracid|sulfur hydride|aliphatic compound|cyclic hydrocarbon|nitrogen oxide|arene|annulene|aromatic compound|pnictogen hydride",,,,,
ENVO_03510009,,,,,oil|petroleum|gasoline,,,,,,,,,"carbon oxide|carbon dioxide|methanol|volatile organic compound|acrolein|alkane|hydrogen cyanide|sulfur dioxide|salt|organic aromatic compound|platinum|organic acid|inorganic nitrate salt|benzenes|acyclic olefin|azane|platinum molecular entity|buta-1,3-diene|nitric acid|toluenes|olefin|formic acid|alcohol|nitrous acid|sulfur molecular entity|pnictogen hydride|butadiene|nitrate salt|alpha,beta-unsaturated aldehyde|alkadiene|benzene|formaldehyde|aldehyde|toluene|nitrate|methylbenzene|enal|ammonia|hydrogen sulfide|methane|aromatic annulene|sulfuric acid derivative|lead molecular entity|polycyclic hydrocarbon|hydracid|sulfur hydride|aliphatic compound|cyclic hydrocarbon|nitrogen oxide|arene|annulene|aromatic compound",,,gasoline exhaust,,"carbon oxide|carbon dioxide|methanol|volatile organic compound|acrolein|aromatic compound|alkane|hydrogen cyanide|sulfur dioxide|platinum|organic acid|organic aromatic compound|inorganic nitrate salt|benzenes|salt|acyclic olefin|polycyclic hydrocarbon|platinum molecular entity|buta-1,3-diene|nitric acid|toluenes|olefin|formic acid|alcohol|nitrous acid|pnictogen hydride|butadiene|nitrate salt|azane|alpha,beta-unsaturated aldehyde|alkadiene|benzene|formaldehyde|aldehyde|toluene|nitrate|methylbenzene|enal|ammonia|hydrogen sulfide|methane|aliphatic compound|aromatic annulene|sulfuric acid derivative|lead molecular entity|hydracid|sulfur hydride|sulfur molecular entity|cyclic hydrocarbon|nitrogen oxide|arene|annulene",,"carbon oxide|carbon dioxide|methanol|volatile organic compound|acrolein|alkane|hydrogen cyanide|sulfur dioxide|platinum|organic acid|organic aromatic compound|inorganic nitrate salt|benzenes|acyclic olefin|polycyclic hydrocarbon|platinum molecular entity|buta-1,3-diene|nitric acid|toluenes|olefin|formic acid|alcohol|nitrous acid|sulfur molecular entity|pnictogen hydride|butadiene|nitrate salt|azane|alpha,beta-unsaturated aldehyde|alkadiene|salt|benzene|formaldehyde|aldehyde|toluene|nitrate|methylbenzene|enal|ammonia|hydrogen sulfide|methane|aliphatic compound|aromatic annulene|sulfuric acid derivative|lead molecular entity|hydracid|sulfur hydride|cyclic hydrocarbon|nitrogen oxide|arene|annulene|aromatic compound",,,,,
ENVO_03510015,,,,,,,,,,,,,,,,,xanthan gum,,,,,,,,,
ENVO_03510016,,,,,,,,,,,,,,,,,tragacanth,,,,,,,,,
ENVO_03510018,,,,,,,,,,,,,,,,,resin,,,,,,,,,
ENVO_03510023,,,,,,,,,,,,,,,,,shellac,,,,,,,,,
ENVO_03510029,,,,,,,,,anthropogenic environmental process,,,,,,,,primer (paint)|paint,,,anthropogenic environmental process,,,,anthropogenic environmental process,,
ENVO_03510031,,,,,,,,,anthropogenic environmental process,,,,,,,,paint|oil-based paint,,,anthropogenic environmental process,,,,anthropogenic environmental process,,
ENVO_03510032,,,,,,,,,anthropogenic environmental process,,,,,,,,paint|acrylic paint,,,anthropogenic environmental process,,,,anthropogenic environmental process,,
ENVO_03510033,,,,,,,,,anthropogenic environmental process,,,,,,,,paint|luminescent paint,,,anthropogenic environmental process,,,,anthropogenic environmental process,,
ENVO_03510036,,dry|granular,,,,,,,,dry|granular,,,,,dry|granular,,dust|rock dust,,,,,,,,,
ENVO_03510037,,,,,,,,,,,,,,,,,radioactive material,,,,,,,,,
ENVO_03510038,,glue,,,,,,,,glue,,glue,,,,,volume of cyanoacrylate,,,,,,,,,
ENVO_03510055,,glue|fuel|combustibility,volatile organic compound|alkane|heptane|aliphatic compound,,,,,,anthropogenic environmental process|manufacturing process,fuel|glue|combustibility,,glue,,volatile organic compound|alkane|heptane|rubber particle|alcohol|mixture|aliphatic compound,,fuel,manufactured product|rubber cement,,volatile organic compound|alkane|mixture|heptane|rubber particle|alcohol|aliphatic compound,manufacturing process|anthropogenic environmental process,volatile organic compound|alkane|mixture|heptane|rubber particle|alcohol|aliphatic compound,,,manufacturing process|anthropogenic environmental process,,
ENVO_03510056,,glue,glucan|beta-D-glucan|carbohydrate|polysaccharide|glycan|carbohydrates and carbohydrate derivatives,,,,,,anthropogenic environmental process|manufacturing process,glue,,glue,,glucan|carbohydrates and carbohydrate derivatives|beta-D-glucan|carbohydrate|polysaccharide|glycan,,,manufactured product,,glucan|beta-D-glucan|carbohydrate|polysaccharide|glycan|carbohydrates and carbohydrate derivatives,manufacturing process|anthropogenic environmental process,glucan|carbohydrates and carbohydrate derivatives|beta-D-glucan|carbohydrate|polysaccharide|glycan,,,manufacturing process|anthropogenic environmental process,,
ENVO_03510057,,chemical colorant,peroxides|pnictogen hydride|hydrogen peroxide|azane|ammonia|reactive oxygen species,,,,,,manufacturing process|anthropogenic environmental process,chemical colorant,,chemical colorant,,azane|peroxides|pnictogen hydride|hydrogen peroxide|ammonia|reactive oxygen species,,,manufactured product|permanent hair dye,,peroxides|pnictogen hydride|hydrogen peroxide|azane|ammonia|reactive oxygen species,manufacturing process|anthropogenic environmental process,peroxides|hydrogen peroxide|azane|ammonia|reactive oxygen species|pnictogen hydride,,,manufacturing process|anthropogenic environmental process,,
ENVO_03510058,,chemical colorant,,,,,,,manufacturing process|anthropogenic environmental process,chemical colorant,,chemical colorant,,alcohol|glycol|titanium dioxide|titanium molecular entity,,,manufactured product|pharmaceutical ink|colorant fluid,,alcohol|glycol|titanium dioxide|titanium molecular entity,manufacturing process|anthropogenic environmental process,alcohol|glycol|titanium dioxide|titanium molecular entity,,,manufacturing process|anthropogenic environmental process,,
ENVO_03510060,,chemical colorant,,,,,,,manufacturing process|anthropogenic environmental process,chemical colorant,,chemical colorant,,heteroarene|organic aromatic compound|tetrapyrrole|carbohydrates and carbohydrate derivatives|iron molecular entity|iron oxide|cyclic tetrapyrrole|transition element coordination entity|carbohydrate|polysaccharide|glycan|coordination entity|phthalocyanines|metal allergen|metallophthalocyanines|copper molecular entity|aromatic compound|metallotetrapyrrole|metallophthalocyanine,,,manufactured product|gel ink|colorant fluid,,aromatic compound|heteroarene|tetrapyrrole|organic aromatic compound|iron molecular entity|iron oxide|cyclic tetrapyrrole|carbohydrate|polysaccharide|glycan|coordination entity|carbohydrates and carbohydrate derivatives|transition element coordination entity|phthalocyanines|metal allergen|metallophthalocyanines|copper molecular entity|metallotetrapyrrole|metallophthalocyanine,manufacturing process|anthropogenic environmental process,heteroarene|tetrapyrrole|carbohydrates and carbohydrate derivatives|organic aromatic compound|iron molecular entity|iron oxide|cyclic tetrapyrrole|carbohydrate|polysaccharide|glycan|coordination entity|transition element coordination entity|phthalocyanines|metal allergen|metallophthalocyanines|copper molecular entity|aromatic compound|metallotetrapyrrole|metallophthalocyanine,,,manufacturing process|anthropogenic environmental process,,
ENVO_03510061,,chemical colorant|biophysical role,soybean oil|mixture,,,,,,anthropogenic environmental process|manufacturing process,chemical colorant|biophysical role,,chemical colorant,,lipid|organic acid|soybean oil|resin|wax|mixture|long-chain fatty acid|unsaturated fatty acid|omega-3 fatty acid|saturated fatty acid|essential fatty acid|omega-6 fatty acid|oleic acid|linoleic acid|alpha-linolenic acid|octadecanoic acid|fatty acid 18:3|hexadecanoic acid|octadecatrienoic acid|octadec-9-enoic acid|fatty acid|linolenic acid|octadecadienoic acid|octadecenoic acid|straight-chain saturated fatty acid|straight-chain fatty acid|octadecanoid|olefinic fatty acid|trienoic fatty acid|fatty acid 18:1|fatty acid 18:2,,biophysical role,manufactured product|soy ink|colorant fluid,,lipid|organic acid|resin|soybean oil|mixture|wax|long-chain fatty acid|unsaturated fatty acid|omega-3 fatty acid|saturated fatty acid|essential fatty acid|omega-6 fatty acid|oleic acid|linoleic acid|alpha-linolenic acid|octadecanoic acid|fatty acid 18:3|hexadecanoic acid|octadecatrienoic acid|octadec-9-enoic acid|fatty acid|linolenic acid|octadecadienoic acid|octadecenoic acid|straight-chain saturated fatty acid|straight-chain fatty acid|octadecanoid|olefinic fatty acid|trienoic fatty acid|fatty acid 18:1|fatty acid 18:2,manufacturing process|anthropogenic environmental process,lipid|organic acid|resin|soybean oil|mixture|wax|long-chain fatty acid|unsaturated fatty acid|omega-3 fatty acid|saturated fatty acid|essential fatty acid|omega-6 fatty acid|oleic acid|linoleic acid|alpha-linolenic acid|octadecanoic acid|fatty acid 18:3|hexadecanoic acid|octadecatrienoic acid|octadec-9-enoic acid|fatty acid|linolenic acid|octadecadienoic acid|octadecenoic acid|straight-chain saturated fatty acid|straight-chain fatty acid|octadecanoid|olefinic fatty acid|trienoic fatty acid|fatty acid 18:1|fatty acid 18:2,,,manufacturing process|anthropogenic environmental process,,
ENVO_03510062,,chemical colorant,,,,,,,anthropogenic environmental process|manufacturing process,chemical colorant,,chemical colorant,,manufactured product|dye|glycol,,,manufactured product|aqueous inkjet printer ink|colorant fluid,,manufactured product|dye|glycol,manufacturing process|anthropogenic environmental process,manufactured product|dye|glycol,,,manufacturing process|anthropogenic environmental process,,
ENVO_03510064,,,,,oil|petroleum,,,,aerosol formation process|thermolysis|combustion process,,,,,,,,emissions from petroleum combustion,,,aerosol formation process|combustion process|thermolysis,,,,aerosol formation process|thermolysis|combustion process,,
ENVO_03510065,,chemical colorant,,,,,,,,chemical colorant,,chemical colorant,,,,,colorant fluid,,,,,,,,,
ENVO_03510070,,waste role,,,,,,,,waste role,,,,,,waste role,waste material|toxic waste,,,,,,,,,
ENVO_03520007,,,ice|water ice,,,,,,,,,,,water ice|ice,,,water ice crystal|snow crystal,,ice|water ice,,water ice|ice,,,,,
ENVO_03600001,,porous|granular|porosity,,,,,,,,porous|porosity|granular,,,,,porous|porosity|granular,,sediment|chemically contaminated sediment|chemically enriched sediment,,,,,,,,,
ENVO_03600002,,,,,,,,,,,,,,,,,liquid water|cooling water,,,,,,,water flow process|water cooling,,
ENVO_03600006,,waste role,,,,,,,,waste role,,,,,,waste role,waste material|food waste,,,,,,,,,
ENVO_03600007,,,,,,,,,,,,,,,,,formation fluid,,,,,,,,,
ENVO_03600009,,,,,,,,,,,,,,,,,liquid water|interstitial water,,,,,,,,,
ENVO_03600013,,,,,,,,,,,,,,,,,bituminous sand,,,,,,,,,
ENVO_03600016,,hard,,,,,,,,hard,,,,,hard,,rock|saprolite,,,,,,,,,
ENVO_03600017,,,,,,,,,,,,,,,,,slurry,,,,,,,,,
ENVO_03600036,,porous|porosity,,,,,,,,porous|porosity,,,,clay|sand|silt,porous|porosity,,soil|pathogen-suppressive soil,,pedosphere|clay|sand|silt,,pedosphere|clay|sand|silt,pedosphere,,,,
ENVO_03600042,,,,,,,,,,,,,,,,,liquid water|marine lake water,,,,,,,,,
ENVO_03600064,,hard,,,,,,,,hard,,,,,hard,,rock|sedimentary rock|microbialite,,,,,,,,,
ENVO_03600065,,,,,,,,,,,,,,,,,liquid water|spring water,,,,,,,,,
ENVO_03600081,,,,,,,,,,,,,,,,,liquid water|fresh water|cloud water,,,,,,,,,
ENVO_03600082,,,,,,,,,,,,,,,,,crustal fluid,,,,,,,,,
ENVO_03600084,,,,,,,,,,,,,,,,,lichen material,,,,,,,,,
ENVO_03605000,,,,,,,,,,,,,,,,,biofilm material|periphytic biofilm,,,,,,,,,
ENVO_03605001,,,,,,,,,,,,,,,,,epilithon|biofilm material|periphytic biofilm,,,,,,,,,
ENVO_03605002,,,,,,,,,,,,,,,,,epipelon|biofilm material|periphytic biofilm,,,,,,,,,
ENVO_03605003,,,,,,,,,,,,,,,,,epiphyton|biofilm material|periphytic biofilm,,,,,,,,,
ENVO_03605004,,,,,,,,,,,,,,,,,epipsammon|biofilm material|periphytic biofilm,,,,,,,,,
ENVO_03605005,,,,,,,,,,,,,,,,,epixylon|biofilm material|periphytic biofilm,,,,,,,,,
ENVO_03605006,,,,,,,,,,,,,,,,,liquid water|stream water,,hydrosphere|stream,,hydrosphere|stream,hydrosphere|stream,,,,
ENVO_04000007,,,,,,,,,,,,,,,,,liquid water|lake water,,hydrosphere|lake,,hydrosphere|lake,hydrosphere|lake,,,,
ENVO_04000008,,,,,,,,,,,,,,,,,soil organic matter,,soil|pedosphere,,soil|pedosphere,soil|pedosphere,,,,
ENVO_04000012,,granular,,,,,,,,granular,,,,,granular,,particulate organic matter,,,,,,,,,
ENVO_04000013,,granular,,,,,,,,granular,,,,,granular,,particulate organic matter|particulate organic carbon,,,,,,,,,
ENVO_04000014,,granular,,,,,,,,granular,,,,,granular,,particulate organic matter,,,,,,,,,
ENVO_06105003,,,,,,,,,,,,,,,,,thermoplastic material,,,,,,,,,
ENVO_06105016,,,,,,,,,,,,,,,,,foamed plastic|plastic,,,,,,,,,
ENVO_06105101,,,,,,,,,,,,,,,,,plastic,,,,,,,,,
ENVO_06105111,,,,,,,,,,,,,,,,,plastic|natural plastic,,,,,,,,,
ENVO_06105112,,,,,,,,,,,,,,,,,plastic,,,,,,,,,
ENVO_06105205,,porous|porosity|condensed,,,,,,,,porous|porosity|condensed,,,,clay|sand|silt,porous|porosity|condensed,,soil|compacted soil,,pedosphere|clay|sand|silt,,pedosphere|clay|sand|silt,pedosphere,,,,
ENVO_06105211,,,,,liquid water,,,,,,,,,,,,liquid water|runoff,,,,,,,,,
ENVO_06105238,,,,,,,,,,,,,,,,,liquid water|residual water in soil,,,,,,,,,
ENVO_06105268,,,,,,,,,recycling process|wastewater treatment process,,,,,,,,liquid water|treated wastewater,,,recycling process|wastewater treatment process,,,,recycling process|wastewater treatment process,,
ENVO_06105269,,,,,,,,,recycling process|desalination process,,,,,,,,liquid water|desalinated water,,,recycling process|desalination process,,,,recycling process|desalination process,,
ENVO_06105272,,porous|granular|porosity,,,,,,,,porous|porosity|granular,,,,soil|clay|sand|silt|loam,granular,,sand|loamy sand,,soil|pedosphere|clay|sand|silt|loam,,soil|pedosphere|clay|sand|silt|loam,,,,,
ENVO_06105273,,porous|granular|porosity,,,,,,,,porous|porosity|granular,,,,,granular,,sand|fine sand,,,,,,,,,
ENVO_06105274,,porous|porosity|soil texture,,,,,,,,porous|porosity|soil texture,,,sand,clay|sand|silt,porous|porosity,,soil|loam|enriched soil|sandy loam,,pedosphere|clay|sand|silt,,pedosphere|clay|sand|silt,pedosphere,,,,
ENVO_06105275,,porous|porosity|soil texture,,,,,,,,porous|porosity|soil texture,,,silt,clay|sand|silt,porous|porosity,,soil|loam|enriched soil|silty loam,,pedosphere|clay|sand|silt,,pedosphere|clay|sand|silt,pedosphere,,,,
ENVO_06105276,,porous|porosity|soil texture,,,,,,,,porous|porosity|soil texture,,,clay|sand,clay|sand|silt,porous|porosity,,soil|loam|enriched soil|sandy clay loam|clay loam,,pedosphere|clay|sand|silt,,pedosphere|clay|sand|silt,pedosphere,,,,
ENVO_06105277,,porous|porosity|soil texture,,,,,,,,porous|porosity|soil texture,,,clay,clay|sand|silt,porous|porosity,,soil|loam|enriched soil|clay loam,,pedosphere|clay|sand|silt,,pedosphere|clay|sand|silt,pedosphere,,,,
ENVO_06105278,,porous|porosity|soil texture,,,,,,,,porous|porosity|soil texture,,,clay|silt,clay|sand|silt,porous|porosity,,soil|loam|enriched soil|silty clay loam|clay loam,,pedosphere|clay|sand|silt,,pedosphere|clay|sand|silt,pedosphere,,,,
ENVO_06105279,,porous|granular|porosity,,,,,,,,porous|porosity|granular,,,,sand,porous|porosity|granular,,clay|sandy clay,,sand,,sand,,,,,
ENVO_06105280,,porous|granular|porosity,,,,,,,,porous|porosity|granular,,,,silt,porous|porosity|granular,,clay|silty clay,,silt,,silt,,,,,
ENVO_1000746,,,,,,,,,,,,,,,,,marine mucilage,,,,,,,,,
ENVO_2000007,,fuel|combustibility,,,,,,,aerosol formation process|thermolysis|pyrolysis,fuel|combustibility,,,,,,fuel,charcoal|biochar,,,aerosol formation process|thermolysis|pyrolysis,,,,aerosol formation process|thermolysis|pyrolysis,,
ENVO_2000008,,fuel|fossil fuel|hard|combustibility|increased combustibility,,,soil|histosol|peat soil,,,,,fuel|fossil fuel|hard|combustibility|increased combustibility,,,,,hard|combustibility|increased combustibility,fuel|fossil fuel,rock|sedimentary rock|coal|lignite,,,,,,,,,
ENVO_2000009,,fuel|fossil fuel|hard|combustibility|increased combustibility,,,rock|sedimentary rock|coal|lignite,,,,,fuel|fossil fuel|hard|combustibility|increased combustibility,,,,,hard|combustibility|increased combustibility,fuel|fossil fuel,rock|sedimentary rock|coal|sub-bitumous coal,,,,,,,,,
ENVO_2000010,,fuel|fossil fuel|hard|combustibility|increased combustibility,,,rock|sedimentary rock|coal|sub-bitumous coal,,,,,fuel|fossil fuel|hard|combustibility|increased combustibility,,,,,hard|combustibility|increased combustibility,fuel|fossil fuel,rock|sedimentary rock|coal|bitumous coal,,,,,,,,,
ENVO_2000011,,fuel|fossil fuel|hard|combustibility|increased combustibility,,,rock|sedimentary rock|coal|bitumous coal,,,,,fuel|fossil fuel|hard|combustibility|increased combustibility,,,,,hard|combustibility|increased combustibility,fuel|fossil fuel,rock|sedimentary rock|coal|anthracite,,,,,,,,,
ENVO_2000044,,fuel|fossil fuel|hard|combustibility|increased combustibility,,,,,,,,fuel|fossil fuel|hard|combustibility|increased combustibility,,,,,hard|combustibility|increased combustibility,fuel|fossil fuel,rock|sedimentary rock|coke|coal,,,,,,,,,
ENVO_2000045,,fuel|combustibility,,,,,,,,fuel|combustibility,,,,,,fuel,,,,,,,,,,
